text,link,depth
API Key,https://docs.ai21.com/docs/large-language-models,13
Log In,https://docs.ai21.com/docs/large-language-models,13
API Key,https://docs.ai21.com/docs/large-language-models,9
Log In,https://docs.ai21.com/docs/large-language-models,9
API Reference,https://docs.ai21.com/docs/large-language-models,11
Getting Started,https://docs.ai21.com/docs/large-language-models,10
Key Concepts,https://docs.ai21.com/docs/large-language-models,10
Large Language Models,https://docs.ai21.com/docs/large-language-models,14
Tokenizer & Tokenization,https://docs.ai21.com/docs/large-language-models,14
When Will a Language Model Stop Generating Text?,https://docs.ai21.com/docs/large-language-models,14
Sampling From Language Models,https://docs.ai21.com/docs/large-language-models,14
Jump to Content,https://docs.ai21.com/docs,9
Prompt Engineering,https://docs.ai21.com/docs/large-language-models,14
Special Tokens and Whitespaces,https://docs.ai21.com/docs/large-language-models,16
Repetition Penalties,https://docs.ai21.com/docs/large-language-models,16
Logit Bias,https://docs.ai21.com/docs/large-language-models,16
Foundation Models,https://docs.ai21.com/docs/large-language-models,10
Jurassic-2 Models,https://docs.ai21.com/docs/large-language-models,14
Instruct Models,https://docs.ai21.com/docs/large-language-models,14
Custom Models,https://docs.ai21.com/docs/large-language-models,14
Jurassic-1 Models [Legacy],https://docs.ai21.com/docs/large-language-models,14
Task-Specific APIs,https://docs.ai21.com/docs/large-language-models,10
Task-Specific APIs Overview,https://docs.ai21.com/docs/large-language-models,14
Paraphrase API,https://docs.ai21.com/docs/large-language-models,14
Grammatical Error Corrections API,https://docs.ai21.com/docs/large-language-models,14
Text Improvements API,https://docs.ai21.com/docs/large-language-models,14
Summarize API,https://docs.ai21.com/docs/large-language-models,14
Text Segmentation API,https://docs.ai21.com/docs/large-language-models,14
Contextual Answers API [BETA],https://docs.ai21.com/docs/large-language-models,14
How To...,https://docs.ai21.com/docs/large-language-models,10
Build a Dataset,https://docs.ai21.com/docs/large-language-models,14
Go to Playground,https://docs.ai21.com/docs,9
API Reference,https://docs.ai21.com/docs,14
Go to Playground,https://docs.ai21.com/docs,13
API Key,https://docs.ai21.com/docs,13
Log In,https://docs.ai21.com/docs,13
API Key,https://docs.ai21.com/docs,9
Log In,https://docs.ai21.com/docs,9
API Reference,https://docs.ai21.com/docs,11
Getting Started,https://docs.ai21.com/docs,10
Key Concepts,https://docs.ai21.com/docs,10
Large Language Models,https://docs.ai21.com/docs,14
Tokenizer & Tokenization,https://docs.ai21.com/docs,14
When Will a Language Model Stop Generating Text?,https://docs.ai21.com/docs,14
Sampling From Language Models,https://docs.ai21.com/docs,14
Prompt Engineering,https://docs.ai21.com/docs,14
Special Tokens and Whitespaces,https://docs.ai21.com/docs,16
Datasets: Best Practices,https://docs.ai21.com/docs/large-language-models,16
Generating More Data Using AI21 Studio,https://docs.ai21.com/docs/large-language-models,16
Tips: Building a Dataset,https://docs.ai21.com/docs/large-language-models,16
Train a Custom Model,https://docs.ai21.com/docs/large-language-models,14
Tips: Training a Custom Model,https://docs.ai21.com/docs/large-language-models,16
Query your Custom Model,https://docs.ai21.com/docs/large-language-models,14
Working with amazon sagemaker,https://docs.ai21.com/docs/large-language-models,10
Python SDK - with Amazon SageMaker,https://docs.ai21.com/docs/large-language-models,14
Choosing the Right Instance Type,https://docs.ai21.com/docs/large-language-models,14
Responsible Use,https://docs.ai21.com/docs/large-language-models,14
Safety Research,https://docs.ai21.com/docs/large-language-models,14
Large Language Models,https://docs.ai21.com/docs/large-language-models,11
Introduction to the core of our product,https://docs.ai21.com/docs/large-language-models,13
"Natural language processing (NLP) has seen rapid growth in the last few years since large language models (LLMs) were introduced. Those huge models are based on the Transformers architecture, which allows for the training of much larger and more powerful language models.",https://docs.ai21.com/docs/large-language-models,11
"We divide LLMs into two main categories: Autoregressive and Masked LMs (language models). On this page, we will focus on Autoregressive LLMs, as our language models, the Jurassic-1 series, belong to this category.",https://docs.ai21.com/docs/large-language-models,11
⚡ The task: predict the next word,https://docs.ai21.com/docs/large-language-models,12
"Autoregressive LLM is a neural network model composed from billions of parameters. It was trained on a massive amount of texts with one goal: to predict the next word, based on the given text. By repeating this action several times, every time adding the prediction word to the provided text, you will end up with a complete text (e.g., full sentences, paragraphs, articles, books, and more). In terms of terminology, the textual output (the complete text) is called a “completion”, while the input (the given, original text) is called a “prompt”.",https://docs.ai21.com/docs/large-language-models,11
🎓 Added value: knowledge acquisition,https://docs.ai21.com/docs/large-language-models,12
"Imagine you had to read all of Shakespeare's works repeatedly to learn a language. Eventually, you would be able to not only memorize all of his plays and poems, but also imitate his writing style.",https://docs.ai21.com/docs/large-language-models,11
"In similar fashion, we trained the LLMs by supplying them with many textual sources. This has enabled them to gain an in-depth understanding of English, as well as general knowledge.",https://docs.ai21.com/docs/large-language-models,11
🗣️ Interacting with Large Language Models,https://docs.ai21.com/docs/large-language-models,12
Repetition Penalties,https://docs.ai21.com/docs,16
Logit Bias,https://docs.ai21.com/docs,16
Foundation Models,https://docs.ai21.com/docs,10
Jurassic-2 Models,https://docs.ai21.com/docs,14
Instruct Models,https://docs.ai21.com/docs,14
Custom Models,https://docs.ai21.com/docs,14
Jurassic-1 Models [Legacy],https://docs.ai21.com/docs,14
Task-Specific APIs,https://docs.ai21.com/docs,10
Task-Specific APIs Overview,https://docs.ai21.com/docs,14
Paraphrase API,https://docs.ai21.com/docs,14
Grammatical Error Corrections API,https://docs.ai21.com/docs,14
Text Improvements API,https://docs.ai21.com/docs,14
Summarize API,https://docs.ai21.com/docs,14
Text Segmentation API,https://docs.ai21.com/docs,14
Contextual Answers API [BETA],https://docs.ai21.com/docs,14
How To...,https://docs.ai21.com/docs,10
Build a Dataset,https://docs.ai21.com/docs,14
Datasets: Best Practices,https://docs.ai21.com/docs,16
Generating More Data Using AI21 Studio,https://docs.ai21.com/docs,16
Tips: Building a Dataset,https://docs.ai21.com/docs,16
"The LLMs are queried using natural language, also known as prompt engineering.",https://docs.ai21.com/docs/large-language-models,11
"Rather than writing lines of code and loading a model, you write a natural language prompt and pass it to the model as the input. For example:",https://docs.ai21.com/docs/large-language-models,11
⚙️ Resource-intensive,https://docs.ai21.com/docs/large-language-models,12
"Data, computation, and engineering resources are required for training and deploying large language models. LLMs, such as our Jurassic-1 models, play an important role here, providing access to this type of technology to academic researchers and developers.",https://docs.ai21.com/docs/large-language-models,11
Updated 3 months ago,https://docs.ai21.com/docs/large-language-models,11
Table of Contents,https://docs.ai21.com/docs/large-language-models,13
⚡ The task: predict the next word,https://docs.ai21.com/docs/large-language-models,15
🎓 Added value: knowledge acquisition,https://docs.ai21.com/docs/large-language-models,15
🗣️ Interacting with Large Language Models,https://docs.ai21.com/docs/large-language-models,15
⚙️ Resource-intensive,https://docs.ai21.com/docs/large-language-models,15
Train a Custom Model,https://docs.ai21.com/docs,14
Tips: Training a Custom Model,https://docs.ai21.com/docs,16
Query your Custom Model,https://docs.ai21.com/docs,14
Working with amazon sagemaker,https://docs.ai21.com/docs,10
Python SDK - with Amazon SageMaker,https://docs.ai21.com/docs,14
Choosing the Right Instance Type,https://docs.ai21.com/docs,14
Responsible Use,https://docs.ai21.com/docs,14
Safety Research,https://docs.ai21.com/docs,14
Welcome to AI21 Studio! 🦖🦕,https://docs.ai21.com/docs,12
"AI21 Studio is a platform that provides developers and businesses with top-tier natural language processing (NLP) solutions, powered by AI21 Labs’ state-of-the-art language models.",https://docs.ai21.com/docs,11
"Our second-generation language model series, Jurassic-2, is now available for you to use. The Jurassic-2 family base includes LMs of different sizes - Jumbo, Grande, and Large, as well as instruction-tuned LMs of Grande and Jumbo. Jurassic-2 offers top-tier performance with significant improvements in quality and new capabilities like instruction-following.",https://docs.ai21.com/docs,11
"Jurassic-2 supports various non-English languages, including Spanish, French, German, Portuguese, Italian, and Dutch, and offers up to 30% faster performance.",https://docs.ai21.com/docs,11
"Using our Complete API, you can generate text completions for an input prompt. You can embed the API in your application or service, or use our interactive web environment to experiment with the models.",https://docs.ai21.com/docs,11
"The Instruct models API makes it easy to add instruction-following functionality to your applications. Simply integrate the API into your service and input specific instructions for execution. Our Instruct models are already trained to handle your instructions, so no examples are needed. You can also test the models in our interactive web environment.",https://docs.ai21.com/docs,11
"Our task-specific APIs offer plug-and-play capabilities that enable you to implement generative AI in your products in minutes. The first collection of task-specific APIs is the Wordtune API, giving you access to the language models behind Wordtune, AI21 Labs’ consumer-facing app that hosts tens of millions of users worldwide. The Wordtune API provides summarization, paraphrasing, grammatical error corrections, text improvement suggestions, and text segmentation.",https://docs.ai21.com/docs,11
How can I start,https://docs.ai21.com/docs,12
Create your account on AI21 Studio and start building with Jurassic-2. We offer flexible pay-as-you-go plans as well as a free trial with a generous amount of free credits to get you started.,https://docs.ai21.com/docs,11
Updated about 1 month ago,https://docs.ai21.com/docs,11
What’s Next,https://docs.ai21.com/docs,12
Table of Contents,https://docs.ai21.com/docs,13
Welcome to AI21 Studio! 🦖🦕,https://docs.ai21.com/docs,15
How can I start,https://docs.ai21.com/docs,17
Jump to Content,https://docs.ai21.com/docs/quickstart,9
Jump to Content,https://docs.ai21.com/recipes,9
Go to Playground,https://docs.ai21.com/docs/quickstart,9
API Reference,https://docs.ai21.com/docs/quickstart,14
Go to Playground,https://docs.ai21.com/docs/quickstart,13
API Key,https://docs.ai21.com/docs/quickstart,13
Log In,https://docs.ai21.com/docs/quickstart,13
API Key,https://docs.ai21.com/docs/quickstart,9
Log In,https://docs.ai21.com/docs/quickstart,9
API Reference,https://docs.ai21.com/docs/quickstart,11
Getting Started,https://docs.ai21.com/docs/quickstart,10
Key Concepts,https://docs.ai21.com/docs/quickstart,10
Large Language Models,https://docs.ai21.com/docs/quickstart,14
Tokenizer & Tokenization,https://docs.ai21.com/docs/quickstart,14
When Will a Language Model Stop Generating Text?,https://docs.ai21.com/docs/quickstart,14
Sampling From Language Models,https://docs.ai21.com/docs/quickstart,14
Prompt Engineering,https://docs.ai21.com/docs/quickstart,14
Go to Playground,https://docs.ai21.com/recipes,9
API Reference,https://docs.ai21.com/recipes,14
Go to Playground,https://docs.ai21.com/recipes,13
API Key,https://docs.ai21.com/recipes,13
Log In,https://docs.ai21.com/recipes,13
API Key,https://docs.ai21.com/recipes,9
Log In,https://docs.ai21.com/recipes,9
API Reference,https://docs.ai21.com/recipes,11
Special Tokens and Whitespaces,https://docs.ai21.com/docs/quickstart,16
Repetition Penalties,https://docs.ai21.com/docs/quickstart,16
Logit Bias,https://docs.ai21.com/docs/quickstart,16
Foundation Models,https://docs.ai21.com/docs/quickstart,10
Jurassic-2 Models,https://docs.ai21.com/docs/quickstart,14
Instruct Models,https://docs.ai21.com/docs/quickstart,14
Custom Models,https://docs.ai21.com/docs/quickstart,14
Jurassic-1 Models [Legacy],https://docs.ai21.com/docs/quickstart,14
Task-Specific APIs,https://docs.ai21.com/docs/quickstart,10
Task-Specific APIs Overview,https://docs.ai21.com/docs/quickstart,14
Paraphrase API,https://docs.ai21.com/docs/quickstart,14
Grammatical Error Corrections API,https://docs.ai21.com/docs/quickstart,14
Text Improvements API,https://docs.ai21.com/docs/quickstart,14
Summarize API,https://docs.ai21.com/docs/quickstart,14
Text Segmentation API,https://docs.ai21.com/docs/quickstart,14
Contextual Answers API [BETA],https://docs.ai21.com/docs/quickstart,14
How To...,https://docs.ai21.com/docs/quickstart,10
Build a Dataset,https://docs.ai21.com/docs/quickstart,14
Datasets: Best Practices,https://docs.ai21.com/docs/quickstart,16
Generating More Data Using AI21 Studio,https://docs.ai21.com/docs/quickstart,16
Tips: Building a Dataset,https://docs.ai21.com/docs/quickstart,16
Jump to Content,https://docs.ai21.com/changelog,9
Train a Custom Model,https://docs.ai21.com/docs/quickstart,14
Tips: Training a Custom Model,https://docs.ai21.com/docs/quickstart,16
Query your Custom Model,https://docs.ai21.com/docs/quickstart,14
Working with amazon sagemaker,https://docs.ai21.com/docs/quickstart,10
Python SDK - with Amazon SageMaker,https://docs.ai21.com/docs/quickstart,14
Choosing the Right Instance Type,https://docs.ai21.com/docs/quickstart,14
Responsible Use,https://docs.ai21.com/docs/quickstart,14
Safety Research,https://docs.ai21.com/docs/quickstart,14
"Using AI21 Studio, you can solve challenging text understanding and generation tasks. Its straightforward API and interactive playground allows you to get started in minutes, without any prior knowledge in Natural Language Processing (NLP).",https://docs.ai21.com/docs/quickstart,11
"Below is a quickstart guide to cover all the basics you need in order to start building your solution. After that, you should feel comfortable using our large language models to start and solve your own use-case.",https://docs.ai21.com/docs/quickstart,11
Some basics,https://docs.ai21.com/docs/quickstart,12
A language model takes some text as input and produces a likely continuation. You can think of it as an exceptional student that can follow instructions and imitate examples.,https://docs.ai21.com/docs/quickstart,11
Here are two words you should know:,https://docs.ai21.com/docs/quickstart,11
Prompt - the input you provide to the model.,https://docs.ai21.com/docs/quickstart,13
Completion - the output text the model returns.,https://docs.ai21.com/docs/quickstart,13
Experiment with your first use-case,https://docs.ai21.com/docs/quickstart,12
You slept in and missed a crucial phone call? Here's how AI21 Studio can help you out of a bind: let's build an excuse generator.,https://docs.ai21.com/docs/quickstart,11
1. Tell the model what you want to do,https://docs.ai21.com/docs/quickstart,12
The most naive thing to do is simply provide the model a prompt which is a simple instruction. This is what it looks like:,https://docs.ai21.com/docs/quickstart,11
"This is called Zero-shot, because we are giving the model zero examples. Occasionally this may work, but you may receive various types of completions. The structure and tone of the completion may differ from your expectation, for example a short excuse when expected something elaborated.",https://docs.ai21.com/docs/quickstart,11
"If you want to get the most benefit out of large language models, it is recommended to insert a prompt that includes several examples (similarly to teaching a student).",https://docs.ai21.com/docs/quickstart,11
2. Provide examples,https://docs.ai21.com/docs/quickstart,12
Go to Playground,https://docs.ai21.com/changelog,9
API Reference,https://docs.ai21.com/changelog,14
Go to Playground,https://docs.ai21.com/changelog,13
API Key,https://docs.ai21.com/changelog,13
Log In,https://docs.ai21.com/changelog,13
API Key,https://docs.ai21.com/changelog,9
Log In,https://docs.ai21.com/changelog,9
API Reference,https://docs.ai21.com/changelog,11
Contexto más largo in Contextual-Answers API,https://docs.ai21.com/changelog,9
Posted by Yuval Belfer,https://docs.ai21.com/changelog,8
7 days ago,https://docs.ai21.com/changelog,8
"Contextual Answers API [Beta] now supports an expanded context of 50,000 characters, allowing more text to be included in your source document. In addition, the API provides better support for multilingual capabilities, including Spanish, French, German, Portuguese, Italian and Dutch.",https://docs.ai21.com/changelog,9
Transitioning to Jurassic-2: Important Updates on Model Retirements and Pricing Changes,https://docs.ai21.com/changelog,9
Posted by Yotam Shinan,https://docs.ai21.com/changelog,8
15 days ago,https://docs.ai21.com/changelog,8
We have a few updates to share regarding our Jurassic models at AI21 Studio:,https://docs.ai21.com/changelog,9
Extending Context Window: Jurassic-2 Instruct Models Now Support 8K Tokens,https://docs.ai21.com/changelog,9
Posted by Yotam Shinan,https://docs.ai21.com/changelog,8
15 days ago,https://docs.ai21.com/changelog,8
AI21 Studio Documentation,https://docs.ai21.com#content,3
Jump to Content,https://docs.ai21.com#content,9
"The previous excuse was too generic and could have been used for anything. By providing the model with examples, just as a human would, it could produce completions that are more aligned with your intentions. In order to help the model distinguish between each example, we use a stop sequence. The stop sequence itself should be immediately recognizeable when you look at the text as a whole. In this example, the stop sequence is ##:",https://docs.ai21.com/docs/quickstart,11
"This is called Few-shot, because we are inserting a prompt which includes a few examples.",https://docs.ai21.com/docs/quickstart,11
3. Make sure your examples reflect your needs,https://docs.ai21.com/docs/quickstart,12
"The previous results were rather serious and not the most original. If you’re looking for some more creative excuses, it should be reflected in your examples:",https://docs.ai21.com/docs/quickstart,11
Surely this will work on even the most skeptical boss.,https://docs.ai21.com/docs/quickstart,11
4. Adjust the parameters,https://docs.ai21.com/docs/quickstart,12
"Another way to affect the completion is to adjust some of the model parameters. A useful parameter is the temperature. You can increase creativity by tweaking the temperature. With temperature 0, the model will always choose the most probable completion, so it will always be the same. Increasing the temperature will provide variable completions, where the completion may be different for every generation:",https://docs.ai21.com/docs/quickstart,11
"A task that requires accurate results (such as classification) is best performed with low temperature, whereas a task that requires more creativity should be conducted with high temperature (0.7 is a reasonable starting point).",https://docs.ai21.com/docs/quickstart,11
Want to explore the various excuses the model can think of? Try it yourself!,https://docs.ai21.com/docs/quickstart,11
What's next?,https://docs.ai21.com/docs/quickstart,12
"We encourage you to play with our models in the AI21 Studio. Take inspiration from other examples in the playground, such as Twitter agent,  Ads copywriter,  Outline creator and more. Finished playing? Learn more about our completion API.",https://docs.ai21.com/docs/quickstart,11
You have a mission and want the best that Studio has to offer? Optimal results are achieved by training a custom model.,https://docs.ai21.com/docs/quickstart,11
Have any questions? Talk to us.,https://docs.ai21.com/docs/quickstart,11
Updated 5 months ago,https://docs.ai21.com/docs/quickstart,11
Table of Contents,https://docs.ai21.com/docs/quickstart,13
Some basics,https://docs.ai21.com/docs/quickstart,15
Experiment with your first use-case,https://docs.ai21.com/docs/quickstart,15
1. Tell the model what you want to do,https://docs.ai21.com/docs/quickstart,17
2. Provide examples,https://docs.ai21.com/docs/quickstart,17
3. Make sure your examples reflect your needs,https://docs.ai21.com/docs/quickstart,17
4. Adjust the parameters,https://docs.ai21.com/docs/quickstart,17
What's next?,https://docs.ai21.com/docs/quickstart,15
"We're thrilled to announce the extension of the 8K tokens support to our Jurassic-2 Instruct models, specifically J2-Grande-Instruct and J2-Jumbo-Instruct. These models, which are designed to meticulously follow instructions, can now accommodate a context window of 8,192 tokens, allowing for even more detailed and extensive interactions.",https://docs.ai21.com/changelog,9
Fine-tuning Jurassic-2 models is now available!,https://docs.ai21.com/changelog,9
Posted by Jack Yulzari,https://docs.ai21.com/changelog,8
about 1 month ago,https://docs.ai21.com/changelog,8
Custom model training on top of J2-Grande and J2-Large is now available.,https://docs.ai21.com/changelog,9
Increased Context Length for J2 Foundation Models,https://docs.ai21.com/changelog,9
Posted by Yotam Shinan,https://docs.ai21.com/changelog,8
about 2 months ago,https://docs.ai21.com/changelog,8
"We are excited to announce that our Jurassic-2 Foundation models, including J2-Large, J2-Grande, and J2-Jumbo, now support an increased context length of up to 8K tokens (8192 tokens to be exact). This enhancement allows users to work with longer prompts and receive more comprehensive completions.",https://docs.ai21.com/changelog,9
Contextual Answers API [BETA] Released,https://docs.ai21.com/changelog,9
Posted by Yotam Shinan,https://docs.ai21.com/changelog,8
about 2 months ago,https://docs.ai21.com/changelog,8
"We are pleased to announce the release of the Contextual Answers API, a powerful tool for providing accurate and reliable question answering based on specific document context. This API is designed to avoid any factual issues that may arise when using language models to provide answers, and it receives document text and a question and returns an answer based solely on the provided context.",https://docs.ai21.com/changelog,9
Introducing Wordtune-Powered Task-Specific APIs,https://docs.ai21.com/changelog,9
Posted by Yotam Shinan,https://docs.ai21.com/changelog,8
about 2 months ago,https://docs.ai21.com/changelog,8
"We're thrilled to introduce our latest offering - the Task-Specific APIs package. This suite includes specialized language processing capabilities, making it effortless for you to integrate cutting-edge features into your systems. Our APIs are optimized and fine-tuned to ensure fast response times and high-quality results. We're proud to announce that all of our Task-Specific APIs are supported through our Python SDK, offering easy integration with your existing Python-based systems. These APIs are powered by the same engines behind our popular Wordtune products and include:",https://docs.ai21.com/changelog,9
Jurassic-2 is now available,https://docs.ai21.com/changelog,9
Posted by Yotam Shinan,https://docs.ai21.com/changelog,8
about 2 months ago,https://docs.ai21.com/changelog,8
"We are excited to announce the release of Jurassic-2 (J2), our latest and greatest series of Large Language Models. J2 builds upon the successes of Jurassic-1 and introduces new features and capabilities that set it apart from its predecessor.",https://docs.ai21.com/changelog,9
New features in AI21 Studio: delete datasets & delete custom models,https://docs.ai21.com/changelog,9
Posted by Yuval Belfer,https://docs.ai21.com/changelog,8
4 months ago,https://docs.ai21.com/changelog,8
Two new features are now available:,https://docs.ai21.com/changelog,9
Python SDK is now available,https://docs.ai21.com/changelog,9
Posted by Yotam Shinan,https://docs.ai21.com/changelog,8
5 months ago,https://docs.ai21.com/changelog,8
"We are pleased to announce the availability of the Python Software Development Kit (SDK) for AI21 Studio's state-of-the-art natural language processing models, including the Jurassic-1 series and all specialized models.",https://docs.ai21.com/changelog,9
1 of 2,https://docs.ai21.com/changelog,9
Go to Playground,https://docs.ai21.com#content,9
API Reference,https://docs.ai21.com#content,14
Go to Playground,https://docs.ai21.com#content,13
API Key,https://docs.ai21.com#content,13
Log In,https://docs.ai21.com#content,13
API Key,https://docs.ai21.com#content,9
Log In,https://docs.ai21.com#content,9
AI21 Studio Documentation,https://docs.ai21.com#content,9
"Start building with our comprehensive guides, recipes and API references.",https://docs.ai21.com#content,10
Get Started,https://docs.ai21.com#content,11
API Reference,https://docs.ai21.com#content,11
API Reference,https://docs.ai21.com#content,11
Getting Started,https://docs.ai21.com#content,8
Key Concepts,https://docs.ai21.com#content,8
Large Language Models,https://docs.ai21.com#content,10
Tokenizer & Tokenization,https://docs.ai21.com#content,10
When Will a Language Model Stop Generating Text?,https://docs.ai21.com#content,10
View More…,https://docs.ai21.com#content,10
Foundation Models,https://docs.ai21.com#content,8
Jurassic-2 Models,https://docs.ai21.com#content,10
Instruct Models,https://docs.ai21.com#content,10
Custom Models,https://docs.ai21.com#content,10
View More…,https://docs.ai21.com#content,10
Task-Specific APIs,https://docs.ai21.com#content,8
Task-Specific APIs Overview,https://docs.ai21.com#content,10
Paraphrase API,https://docs.ai21.com#content,10
Grammatical Error Corrections API,https://docs.ai21.com#content,10
View More…,https://docs.ai21.com#content,10
How To...,https://docs.ai21.com#content,8
Build a Dataset,https://docs.ai21.com#content,10
Train a Custom Model,https://docs.ai21.com#content,10
Query your Custom Model,https://docs.ai21.com#content,10
Working with amazon sagemaker,https://docs.ai21.com#content,8
Python SDK - with Amazon SageMaker,https://docs.ai21.com#content,10
Choosing the Right Instance Type,https://docs.ai21.com#content,10
Responsible Use,https://docs.ai21.com#content,10
Safety Research,https://docs.ai21.com#content,10
Status Page,https://docs.ai21.com#content,9
Terms of Use,https://docs.ai21.com#content,9
Privacy Policy,https://docs.ai21.com#content,9
New features in AI21 Studio: delete datasets & delete custom models,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,3
Jump to Content,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,9
Jurassic-2 is now available,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,3
Jump to Content,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,9
Go to Playground,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,9
API Reference,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,14
Go to Playground,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,13
API Key,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,13
Log In,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,13
API Key,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,9
Log In,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,9
API Reference,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,11
Back to All,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,9
New features in AI21 Studio: delete datasets & delete custom models,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,10
4 months ago,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,10
by Yuval Belfer,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,10
Two new features are now available:,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,11
You uploaded too many datasets and your account is clustered? You can now delete datasets!,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,12
Have you trained a model that is no longer needed? It can be deleted from your account!,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,12
Both operations can be done through the playground or through the API.,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models,11
Go to Playground,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,9
API Reference,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,14
Go to Playground,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,13
API Key,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,13
Log In,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,13
API Key,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,9
Log In,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,9
API Reference,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,11
Back to All,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,9
Jurassic-2 is now available,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,10
about 2 months ago,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,10
by Yotam Shinan,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,10
"We are excited to announce the release of Jurassic-2 (J2), our latest and greatest series of Large Language Models. J2 builds upon the successes of Jurassic-1 and introduces new features and capabilities that set it apart from its predecessor.",https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,11
"The J2 series includes 3 base language models, and 2 instruction-tuned language models, all accessible through the AI21 Studio API:",https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,11
J2-Jumbo: The largest and most powerful model in the Jurassic series. Ideal for the most complex language processing tasks and generative text applications.,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,11
"J2-Grande: Offers enhanced text generation capabilities, making it well-suited to language tasks with a high degree of complexity.",https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,11
J2-Large: Features fast response times and less processing power. Ideal for tasks that require maximum affordability.,https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,11
"J2-Grande-Instruct: Designed specifically for generating text based on minimal context. Highly accurate, and can be fine-tuned to power smart chatbots and other conversational interfaces.",https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,11
"J2-Jumbo-Instruct: Similar to Grande-Instruct, but with superior language understanding and response generation capabilities. Ideal for users with more advanced conversational interface needs.",https://docs.ai21.com/changelog/jurassic-2-and-task-specific-apis-are-now-available,11
Introducing Wordtune-Powered Task-Specific APIs,https://docs.ai21.com/changelog/announcing-task-specific-apis,3
Jump to Content,https://docs.ai21.com/changelog/announcing-task-specific-apis,9
Fine-tuning Jurassic-2 models is now available!,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,3
Increased Context Length for J2 Foundation Models,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,3
Jump to Content,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,9
Go to Playground,https://docs.ai21.com/changelog/announcing-task-specific-apis,9
API Reference,https://docs.ai21.com/changelog/announcing-task-specific-apis,14
Go to Playground,https://docs.ai21.com/changelog/announcing-task-specific-apis,13
API Key,https://docs.ai21.com/changelog/announcing-task-specific-apis,13
Log In,https://docs.ai21.com/changelog/announcing-task-specific-apis,13
API Key,https://docs.ai21.com/changelog/announcing-task-specific-apis,9
Log In,https://docs.ai21.com/changelog/announcing-task-specific-apis,9
API Reference,https://docs.ai21.com/changelog/announcing-task-specific-apis,11
Back to All,https://docs.ai21.com/changelog/announcing-task-specific-apis,9
Introducing Wordtune-Powered Task-Specific APIs,https://docs.ai21.com/changelog/announcing-task-specific-apis,10
about 2 months ago,https://docs.ai21.com/changelog/announcing-task-specific-apis,10
by Yotam Shinan,https://docs.ai21.com/changelog/announcing-task-specific-apis,10
